Time,Altitude,Vertical Velocity,Horizontal Velocity,Total Velocity,Drag,Displacement
144.49574279785156,41709.29360987968,565.7368444179958,526.0500040462475,772.5197627822143,3508.747086609948,17172.51584190953
144.61572265625,41777.188851108775,565.8188682918656,527.4274093853167,773.5183668704925,3484.502255097647,17231.37970415122
144.73570251464844,41845.09386923746,565.9000508556344,528.8072458211933,774.5191868452359,3460.128497663684,17290.388958184365
144.87567901611328,41924.328621979104,565.9937452219763,530.4200912434815,775.6896240282853,3431.6528343697037,17359.41716901878
144.99565887451172,41992.2545075044,566.0735112837036,531.8048873662678,776.695344651756,3407.2942593472494,17418.74225255379
145.11563873291016,42060.1899169517,566.1524215425063,533.1921285081982,777.7032919575091,3383.174532235361,17478.21344497708
145.2356185913086,42128.134665806545,566.2293682569918,534.5826508211724,778.7132386416091,3359.2519157999523,17537.8310543038
145.35559844970703,42196.08849884453,566.3043916050469,535.9764181876598,779.7251982618207,3335.3603447334217,17597.595432641192
145.47557830810547,42264.0512366317,566.3782171493052,537.3728855024189,780.739330977005,3311.415907305985,17657.506877808446
145.5955581665039,42332.022772999364,566.4512281791073,538.7717694417765,781.7557249250189,3287.470823101204,17717.56563990204
145.71553802490234,42400.00300884817,566.5233745690417,540.17310966964,782.7743751192062,3263.6136446537744,17777.77196269157
145.83551788330078,42467.99182707851,566.5945052071468,541.5770157961568,783.7952521989414,3239.882711843312,17838.1260975568
145.95549774169922,42535.98910248722,566.6645565073613,542.9835353850455,784.8183479639906,3216.2865735772803,17898.628310811877
146.07547760009766,42603.994701714604,566.7335007617039,544.3926875381128,785.8436607433985,3192.828823397833,17959.278869453225
146.1954574584961,42672.00849191332,566.8013425988328,545.8044695491213,786.8711971800957,3169.5049869831887,18020.07804176204
146.31543731689453,42740.03034391813,566.868122233652,547.2188490094088,787.9009688507108,3146.3138234352095,18081.026093080858
146.43541717529297,42808.06013181724,566.9338342398403,548.6358292852681,788.9329791442493,3123.2640532791033,18142.123288356488
146.5553970336914,42876.09771977202,566.9984276672797,550.0554466776648,789.9672217231122,3100.360464944631,18203.369894149677
146.67537689208984,42944.142977925716,567.061895600139,551.4777046786618,791.0036992323539,3077.592038531511,18264.766183490105
146.79535675048828,43012.19577042491,567.1242894086375,552.9025646782594,792.0424266824656,3054.953899859645,18326.31242446339
146.91533660888672,43080.255973625695,567.1856255350166,554.3300142439301,793.0834120729193,3032.4494209904265,18388.00888254133
147.05531311035156,43159.66849532479,567.2514424639152,556.0016930310964,794.2997429376633,3006.126734420637,18460.17845447473
147.1952896118164,43239.08987357118,567.3147037884991,557.6776591248263,795.5189153135068,2978.3408248665583,18532.553836781437
147.31526947021484,43307.17282347509,567.3754900147932,559.1116277930636,796.5681132225517,2954.086081777163,18594.7536176197
147.43524932861328,43375.263324935804,567.4396396702389,560.5449934047228,797.6204826232782,2930.9265499910944,18657.104292318276
147.55522918701172,43443.36135679763,567.5009694005037,561.9822500157794,798.6747771172628,2909.1628243793252,18719.60605466655
147.67520904541016,43511.46642004023,567.5575597564384,563.4247116700183,799.7305729788792,2888.078348566368,18782.259430268354
147.7951889038086,43579.578059186926,567.6113117639534,564.8709900628156,800.7882595648749,2867.007476446744,18845.064907164782
147.91516876220703,43647.69607279729,567.664225033602,566.3196946641207,801.8482829983878,2845.8067201994418,18908.022798186706
148.03514862060547,43715.82040777046,567.7168063173021,567.7704681221169,802.9107526037529,2824.6214224957575,18971.133323440703
148.1551284790039,43783.9509981774,567.7686681592631,569.2235762166313,803.9755843706913,2803.5853208245526,19034.39670597546
148.27510833740234,43852.0877310473,567.819399793894,570.6793042545951,805.0426939528156,2782.7294395629397,19097.81320473625
148.4150848388672,43931.5881559765,567.8770522348474,572.3810319242782,806.2905135009596,2758.600927123648,19171.993009357673
148.53506469726562,43999.73770774319,567.9253330491869,573.8424246535296,807.3625655498722,2738.070544316698,19235.742204770504
148.65504455566406,44067.893036586116,567.9734189208215,575.3057887001352,808.4371064668492,2717.7645682420784,19299.645330735344
148.7750244140625,44136.05403651844,568.0200379461443,576.7719875808682,809.5138597740772,2697.8102001292514,19363.70264184036
148.89500427246094,44204.220466035884,568.0643942205712,578.2415575141714,810.5926565282956,2678.03994204338,19427.914477137492
149.01498413085938,44272.39209512237,568.1071445785599,579.7140456203199,811.673642796588,2658.279683505419,19492.281168796286
149.1349639892578,44340.56878185854,568.148974130032,581.1889850825057,812.7569705553074,2638.5208591372993,19556.80299332741
149.25494384765625,44408.7504302233,568.1900274305235,582.6662750751235,813.8426723768043,2618.8292984704453,19621.480190962047
149.3749237060547,44476.93693700712,568.2301491820172,584.1460200107284,814.9307179961937,2599.261076688253,19686.31301409286
149.49490356445312,44545.12817668787,568.2691805075901,585.6283222655521,816.0210740871423,2579.8351267815506,19751.301724371035
149.61488342285156,44613.324017015984,568.3070951933266,587.1131959063665,817.1137370369344,2560.552262188508,19816.44658766611
149.73486328125,44681.52431974781,568.3438528960028,588.6006633924435,818.2086995814074,2541.40746441105,19881.747875379377
149.85484313964844,44749.72894808231,568.3794829576909,590.0907015272174,819.3059701211359,2522.3932649519766,19947.205854321906
149.97482299804688,44817.93776863755,568.4139933924282,591.5833003249751,820.4055516070799,2503.5083633403874,20012.820799673536
